ID,PS1,PS2,PS3,PS4,PS5,PS6,PS7,PS8,PS9,SMUT1,SMUT2,SMUT3,SMUT4,SMUT5,SMUT6,SMUT7,SMUT8,SMUT9,OSC1,OSC2,OSC3,OSC4,OSC5,OSC6,VONP 1,VONP2,VONP3,VONP4,VONP5,VONP6,VONP7,VONP8,VOFP1,VOFP2,VOFP3,VOFP4,VOFP5,VOFP6,VOFP7,PLT1,PLT2,PLT3,PLT4,PLT5,PLT6,PLT7,Gender,Age,MS,RL,PI,Education Level,ED,COO
354,1,2,3,2,1,2,2,2,3,1,1,1,1,1,2,2,2,1,1,1,2,1,2,2,2,3,2,2,2,3,2,3,1,1,2,2,2,1,1,3,2,3,1,2,2,1,2,3,3,1,7,2,4,1
355,3,2,2,3,3,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,3,2,3,3,3,1,1,1,1,2,3,3,2,2,3,3,3,2,3,1,2,3,2,1,1
356,4,4,4,4,3,4,4,4,2,2,2,1,2,1,3,2,5,4,2,2,1,1,2,3,2,3,2,4,5,5,4,4,4,4,4,4,4,5,4,3,3,2,2,3,4,2,2,3,3,1,2,4,2,1
357,4,4,4,4,4,4,4,3,3,5,5,5,5,5,5,5,4,5,2,2,1,1,2,2,4,2,4,4,4,4,4,4,4,4,3,2,1,2,4,3,1,1,1,1,4,1,1,4,7,5,2,5,10,1
358,5,4,4,4,3,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,3,2,2,7,4,1,1
359,1,1,1,2,3,3,2,2,2,4,3,2,4,4,4,3,4,4,4,3,3,4,4,4,4,4,4,3,1,4,4,4,3,4,2,2,4,3,2,4,2,2,2,2,3,3,1,5,3,1,1,4,6,2
360,5,5,5,5,5,5,5,5,5,5,2,2,2,3,2,2,5,2,3,2,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,2,2,1,2,3,2,1,4,3,2,7,3,1,1
361,4,4,4,5,5,5,3,3,3,4,2,2,4,2,5,4,5,2,2,2,1,1,1,1,2,5,2,4,5,5,5,5,5,5,3,4,4,4,4,2,2,2,2,2,4,2,2,4,3,1,7,6,1,2
362,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,1,1,1,1,1,3,3,3,3,3,3,3,1,3,3,1,7,5,1,2
363,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,3,1,3,1,3,1,1,1,2,2,2,2,2,2,2,1,4,3,1,7,5,1,2
364,3,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,2,2,2,3,2,2,3,3,2,3,3,3,1,3,1,1,1,1,2,2,2,2,3,2,2,3,3,1,7,5,1,2
365,3,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,3,2,2,3,3,2,3,3,3,1,1,1,2,2,3,3,3,3,3,3,3,2,2,1,3,7,4,1,2
366,3,1,1,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,2,3,3,2,3,3,3,2,3,2,2,2,2,2,2,2,2,2,2,1,3,3,4,7,5,1,2
367,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,3,1,1,3,3,3,1,1,1,1,1,3,3,3,3,3,3,3,1,3,3,1,7,4,1,2
368,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,2,3,2,2,3,3,3,2,3,3,2,2,3,3,3,3,3,3,3,1,3,3,2,7,4,1,2
369,3,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,1,3,1,2,3,3,3,1,1,1,1,1,3,3,3,3,3,3,3,1,5,3,1,7,5,6,2
370,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,3,1,3,1,1,1,1,1,2,2,2,2,2,2,2,1,3,3,1,7,4,1,2
371,3,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,2,3,2,2,3,2,2,3,3,3,1,3,2,2,2,2,3,3,3,3,3,3,1,3,3,1,7,4,3,2
372,2,4,2,4,2,4,5,4,4,4,2,2,2,2,2,2,2,2,4,4,5,4,3,3,5,5,5,5,5,2,1,5,5,5,5,2,5,2,5,5,4,1,2,3,5,1,1,3,3,6,1,2,1,1
373,5,3,5,5,5,4,3,3,3,3,4,4,2,2,4,4,5,4,4,3,4,3,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,2,2,3,3,3,3,1,1,1,7,7,4,5,1
374,5,3,3,3,3,3,4,3,3,4,2,2,2,2,3,3,4,5,2,2,3,2,3,2,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,3,2,2,3,3,3,2,1,2,3,1,7,4,5,1
375,1,2,2,2,4,4,3,1,1,4,4,4,4,3,4,5,4,4,2,3,2,2,3,4,4,4,4,2,4,2,3,5,2,5,4,2,4,2,4,4,4,3,2,3,5,4,1,2,3,6,4,5,1,1
376,5,5,5,5,5,2,5,5,5,3,3,2,1,1,1,1,1,2,1,2,1,1,2,2,5,5,5,5,5,5,1,5,5,5,5,5,5,2,3,5,2,1,1,1,5,1,1,4,3,1,3,5,3,1
377,5,2,3,5,5,2,5,5,5,3,5,5,1,1,1,1,5,5,4,4,4,4,3,3,4,5,3,5,5,5,5,5,5,5,5,5,5,3,5,3,2,3,3,3,3,3,1,1,3,1,7,4,1,1
378,4,4,4,4,3,4,4,3,3,2,2,4,2,2,2,2,2,2,4,4,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,4,2,2,2,7,7,7,4,1,1
379,5,5,5,5,5,5,5,5,5,5,2,2,2,2,3,3,5,5,2,2,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,4,3,2,1,1,1,7,4,1,1
380,5,2,3,3,4,5,5,2,2,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,3,1,2,1,1,4,2,1,4,3,6,3,6,1,1
381,1,1,1,2,1,1,1,1,1,1,2,1,2,1,1,1,1,1,2,5,1,1,1,1,2,5,5,5,3,5,1,5,5,5,5,5,5,1,5,1,1,2,2,3,2,1,2,5,5,1,2,4,6,2
382,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,2,1,3,3,3,3,3,1,2,3,3,3,2,3,2,2,2,3,3,3,3,3,3,3,2,3,3,1,7,6,1,2
383,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,3,2,2,3,2,2,3,3,3,1,1,1,1,1,2,3,3,3,3,3,3,2,3,3,4,7,5,1,2
384,5,4,4,2,5,5,5,2,2,5,5,2,2,5,5,5,2,2,2,2,2,1,1,1,5,3,4,5,3,4,4,5,4,5,2,2,2,2,2,2,2,2,2,2,4,4,2,2,1,6,3,4,1,1
385,3,2,2,3,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,3,2,2,3,3,3,1,2,1,2,2,3,3,3,3,3,3,3,1,3,3,3,7,4,1,2
386,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,3,1,3,1,1,1,1,1,3,3,3,3,3,3,3,1,2,1,1,7,4,1,2
387,3,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,3,1,3,1,3,1,1,1,1,1,3,3,3,3,3,3,3,1,3,3,1,7,5,1,2
388,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,3,3,3,3,1,2,3,3,3,1,3,2,2,2,2,3,3,3,3,3,3,2,3,3,1,7,4,1,2
389,3,1,1,2,1,1,1,2,2,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,3,3,3,3,3,2,2,3,3,3,1,3,1,2,2,2,2,2,2,2,2,2,1,2,1,3,7,4,1,2
390,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,3,2,2,2,2,2,3,3,3,3,3,3,3,1,3,3,4,7,4,5,2
391,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,3,1,1,1,1,1,3,3,3,3,3,3,3,1,3,3,1,7,4,1,2
392,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,3,1,1,1,3,1,1,1,1,1,3,3,3,3,3,3,3,1,3,3,1,7,5,3,2
393,4,2,2,2,4,2,2,1,1,2,1,1,1,3,2,2,2,2,1,1,1,1,1,1,4,4,4,4,4,4,2,4,2,3,2,1,3,2,2,5,5,5,5,3,5,5,2,1,1,6,1,4,1,1
394,5,3,2,4,4,4,5,4,4,4,2,1,1,2,2,1,2,2,2,2,2,1,2,1,2,4,4,4,4,5,5,5,4,4,4,5,5,2,3,5,4,2,3,5,5,5,1,2,1,2,7,5,1,2
395,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,2,2,2,2,3,2,3,1,1,1,1,1,3,3,3,3,3,3,3,1,3,3,1,7,5,1,2
396,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,2,3,1,2,3,3,3,1,1,1,1,1,3,3,3,3,3,3,3,1,2,1,3,7,4,3,2
397,5,2,2,2,2,3,5,3,3,5,5,2,5,5,5,5,2,2,2,2,2,2,2,2,5,5,5,1,5,1,4,5,5,5,5,1,5,2,5,2,2,1,1,2,4,2,1,1,1,6,2,5,1,1
398,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,4,4,4,2,2,2,2,4,2,5,2,2,5,2,4,5,2,2,4,2,5,2,2,1,1,6,1,4,5,1
399,5,5,5,5,2,5,5,5,5,2,2,2,2,5,2,2,5,5,2,5,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,8,1,4,1,1
400,3,1,1,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,3,3,3,3,1,2,3,3,3,1,3,1,2,1,2,3,3,3,3,3,3,1,5,3,1,7,5,6,2
401,3,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,2,3,2,2,3,1,2,3,3,3,1,1,1,1,2,3,3,3,3,3,3,3,2,3,3,1,7,6,1,2
402,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,3,1,3,3,3,3,3,1,2,3,3,3,1,1,1,2,2,3,3,3,3,3,3,3,1,4,3,4,7,5,1,2
403,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,3,1,2,3,3,3,1,1,1,1,1,3,3,3,3,3,3,3,2,3,3,3,7,5,1,2
404,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,3,3,3,1,3,1,1,1,2,3,3,3,2,3,3,1,5,3,1,7,5,6,2
405,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,2,3,2,2,3,3,3,1,1,1,2,1,3,3,3,3,3,3,3,2,2,1,4,7,4,1,2
406,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,2,3,2,2,3,3,2,3,3,3,1,1,1,2,2,3,3,3,3,3,3,3,1,2,1,3,7,4,3,2
407,3,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,2,3,2,2,3,3,2,3,3,3,1,3,2,2,2,2,3,3,3,3,3,3,2,3,3,1,7,5,1,2
408,5,4,5,5,5,5,5,5,5,5,1,1,3,1,1,1,5,5,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,1,2,3,5,1,2,1,1,1,1,4,5,2
409,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,4,4,4,2,1,1,5,2,2,2,2,2,5,5,5,5,5,5,5,2,3,3,1,2,6,1,2
410,4,4,4,4,3,4,4,3,2,2,1,1,1,1,1,1,4,4,1,1,1,1,1,1,1,4,1,4,4,4,4,4,4,4,4,4,4,3,4,2,3,2,2,3,4,4,2,1,1,1,1,5,1,3
411,3,3,4,3,2,2,3,3,3,2,2,3,4,2,2,2,5,3,3,3,2,2,4,3,4,5,2,5,3,3,4,4,3,5,3,5,2,4,4,5,4,4,4,5,3,4,2,3,1,3,7,3,1,2
412,4,3,4,3,4,4,3,4,4,4,2,2,1,1,2,3,4,4,1,2,2,2,2,1,2,4,3,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,3,4,2,3,4,2,2,2,3,2
413,5,4,4,5,4,4,4,4,4,3,2,2,2,2,2,2,3,3,2,2,2,2,3,3,4,5,4,3,5,5,4,4,4,4,4,2,4,3,4,3,3,3,3,3,3,3,2,2,1,3,7,4,1,2
414,4,4,4,4,4,4,3,3,3,4,2,2,2,2,2,2,4,2,3,3,3,3,2,2,3,5,3,5,5,5,3,5,4,4,4,4,4,4,4,5,5,5,5,5,5,5,1,2,1,7,5,4,1,2
415,4,2,4,4,4,4,4,4,4,3,3,3,2,2,2,2,2,2,3,3,3,2,2,2,3,3,3,3,3,2,3,3,3,4,3,3,3,3,3,4,2,3,3,4,4,4,1,2,3,3,7,2,1,2
416,4,3,3,3,3,4,4,3,3,3,2,2,2,2,3,2,3,3,2,2,3,3,3,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,2,3,1,3,7,8,8,2
417,4,2,3,4,3,2,3,2,2,2,1,1,1,2,1,2,2,2,1,2,2,1,2,1,4,4,5,4,5,5,5,5,2,3,2,4,2,2,1,1,3,3,3,3,1,2,1,1,1,1,2,4,1,3
418,4,3,2,3,2,3,2,3,3,2,2,2,2,2,2,2,3,3,2,2,2,2,2,2,3,4,3,4,4,3,4,4,4,4,4,4,4,2,3,3,3,3,3,3,3,3,2,2,3,3,7,4,1,2
419,4,3,3,3,3,3,3,2,2,1,1,1,1,1,1,1,1,1,2,1,2,2,3,3,4,4,3,2,4,4,3,4,4,5,5,3,3,3,5,4,4,4,4,3,3,4,2,3,1,7,7,3,3,2
420,3,2,2,4,2,4,4,2,2,2,1,1,1,1,1,1,1,1,2,2,2,2,3,2,3,4,4,2,4,4,2,2,4,4,1,1,4,1,4,5,5,5,3,5,5,5,1,2,3,3,1,4,3,2
421,4,3,4,4,4,3,4,4,4,2,2,3,3,2,2,2,3,3,3,4,2,4,3,2,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,4,4,1,2,1,7,7,4,1,2
422,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,2,2,2,2,4,2,5,4,4,4,4,4,5,5,4,5,4,5,4,4,4,4,4,4,4,4,4,5,2,5,3,3,7,2,10,2
423,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,2,2,2,2,4,2,5,4,4,4,4,4,5,5,4,5,4,5,4,4,4,4,4,4,4,4,4,5,2,5,3,3,7,2,10,2
424,4,5,5,5,4,4,5,4,4,2,4,4,4,4,4,4,4,4,2,2,2,4,4,2,4,4,4,4,2,4,4,2,4,5,5,2,5,2,4,2,3,3,3,3,4,4,1,5,3,3,7,1,1,2
425,3,2,2,2,2,2,3,3,2,2,2,1,1,1,1,2,1,1,1,1,2,2,1,1,2,3,3,3,3,3,2,3,2,3,2,3,3,3,2,1,1,1,2,2,2,2,1,2,1,1,1,5,1,3
426,4,4,4,4,4,3,4,4,4,1,1,1,4,4,4,3,2,2,1,1,1,1,3,1,2,4,4,4,4,4,4,4,5,5,5,5,5,3,4,4,3,3,3,3,5,3,1,1,1,1,7,5,1,3
427,4,3,3,3,4,3,1,1,1,1,1,1,1,1,1,1,4,3,1,3,2,2,3,1,4,5,4,1,1,5,2,5,2,5,2,1,1,3,2,4,4,2,4,4,5,3,1,1,1,1,2,4,1,1
428,5,5,5,5,3,2,3,2,2,2,2,2,2,2,2,2,2,2,3,2,3,2,2,1,4,5,5,5,5,5,5,5,5,5,5,5,5,3,4,3,3,3,3,3,3,2,1,2,1,3,2,4,1,2
429,4,3,4,4,4,4,4,3,3,3,2,2,2,2,3,2,3,2,4,3,2,2,3,2,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,3,3,3,2,2,3,3,1,2,1,1,2,6,1,2
430,4,3,4,4,4,4,4,3,3,3,2,2,2,2,3,2,3,2,4,3,2,2,3,2,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,3,3,3,2,2,3,3,1,2,1,1,2,6,1,2
431,4,2,3,4,3,4,4,2,2,2,2,2,2,1,3,2,4,4,1,2,2,2,2,1,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,2,1,1,2,2,2,2,2,2,3,1,7,6,1,2
432,4,2,4,4,4,2,4,2,2,4,4,4,3,4,3,3,4,2,3,2,4,2,2,3,4,4,4,3,3,4,3,3,4,5,5,5,5,3,5,3,3,3,4,3,3,4,2,5,3,3,5,2,4,2
433,4,3,3,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,4,4,4,4,4,4,4,4,4,5,4,4,4,5,5,4,4,5,5,5,2,2,1,3,1,4,1,2
434,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,2,3,3,3,2,3,2,2,2,2,2,2,2,2,2,2,3,2,1,2,3,2,2,4,1,2
435,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,1,3,2,2,2,3,2,1,1,2,2,2,2,3,3,3,2,2,3,3,2,3,2,3,3,2,2,2,2,3,2,1,4,3,3,7,3,3,2
436,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,3,3,3,3,3,2,2,3,3,3,2,3,3,3,3,3,2,3,3,3,3,2,3,2,2,2,2,2,2,2,2,4,3,3,2,2,1,2
437,4,3,3,4,3,4,4,3,3,4,2,2,2,2,2,2,3,3,3,2,2,2,2,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,2,5,3,3,7,2,6,2
438,2,2,2,4,4,4,5,2,1,2,2,2,2,4,2,2,4,2,3,2,2,2,2,2,4,2,2,2,4,4,4,5,4,4,4,4,4,4,4,3,3,3,3,3,3,3,2,2,1,2,5,4,1,1
439,3,3,3,4,4,3,3,2,3,2,2,3,2,2,2,2,3,2,3,4,4,3,3,2,3,4,4,3,4,4,4,4,4,4,4,4,4,3,4,3,2,3,3,3,3,3,2,4,7,3,7,3,6,2
440,3,2,1,1,2,4,3,3,2,3,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,4,2,2,2,2,2,4,2,2,2,4,4,4,1,2,3,1,6,5,8,3
441,5,4,4,4,4,4,5,4,2,5,5,2,5,5,4,2,5,2,1,1,1,1,1,1,5,5,5,2,4,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,3,3,1,1,1,2,7,5,1,1
442,4,2,4,4,4,4,4,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,3,1,2,2,3,1,7,6,1,2
443,2,3,4,3,4,4,4,2,2,5,5,5,5,5,5,5,5,5,2,2,5,5,2,2,5,2,5,5,2,5,5,5,2,2,2,2,2,5,4,5,5,5,4,4,5,4,2,4,2,2,1,6,1,1
444,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,2,2,3,3,7,4,10,2
445,5,5,5,5,5,5,5,5,5,2,2,2,2,1,1,1,3,2,2,3,1,1,2,2,2,5,2,2,4,5,2,4,4,5,5,2,5,1,3,5,5,5,5,5,5,5,2,3,1,7,7,5,1,2
446,5,3,3,3,4,2,4,3,3,2,2,2,2,2,2,2,4,3,1,1,1,1,1,2,2,4,2,4,4,4,4,3,4,4,4,4,4,4,2,3,3,3,3,3,3,3,2,2,1,2,1,4,1,2
447,5,1,2,3,2,3,3,2,2,3,2,2,2,2,2,2,3,2,2,2,2,1,1,1,3,5,5,5,5,5,3,3,5,5,5,5,5,2,2,3,3,4,3,4,4,3,1,3,3,4,7,5,1,2
448,4,2,2,3,3,2,3,2,2,4,2,2,4,3,3,2,4,2,2,2,2,2,2,2,5,5,5,5,5,5,5,5,4,5,5,5,5,5,2,1,1,1,1,1,1,1,2,3,3,1,5,5,1,2
449,5,2,4,3,4,4,4,3,4,2,1,2,2,2,3,2,2,3,2,3,2,2,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,2,2,3,3,3,2,2,3,4,2,4,1,2
450,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,1,1,1,7,3,4,1,1
451,2,2,2,3,4,4,3,2,2,4,2,2,2,2,3,2,3,2,2,2,2,2,2,2,4,4,2,3,3,3,2,2,2,4,2,2,4,2,4,5,2,2,1,2,5,2,1,3,3,7,2,4,1,2
452,3,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,3,2,3,3,3,3,3,3,3,3,3,3,2,2,2,3,2,3,3,3,3,3,3,3,2,3,3,1,7,5,1,2
453,3,2,2,2,2,1,2,2,2,1,1,2,1,2,1,1,3,2,1,2,1,1,3,1,2,3,2,2,3,1,3,3,3,3,1,1,1,2,2,3,3,3,3,3,3,3,1,2,1,4,7,4,3,2
454,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,3,1,1,3,3,1,3,3,3,1,1,1,1,1,3,3,3,3,3,3,3,1,2,1,3,7,4,1,2
455,3,2,2,2,2,1,2,2,2,1,1,1,1,1,1,1,2,1,1,2,1,1,2,1,3,3,3,3,3,1,2,3,3,3,1,3,2,2,2,2,3,3,3,3,3,3,2,3,4,1,7,5,1,2
456,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,3,3,1,3,3,3,1,1,1,1,1,3,3,3,3,3,3,3,1,3,1,3,7,4,3,2
457,3,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,2,1,2,2,2,2,3,2,3,3,3,3,3,3,2,3,3,3,3,3,3,2,2,3,3,3,3,3,3,3,1,4,3,1,7,5,6,2
458,3,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,3,2,2,3,2,3,3,3,3,2,3,2,2,2,3,3,3,3,3,3,3,2,3,3,4,7,5,1,2
459,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,3,1,3,3,3,3,1,3,1,1,1,2,3,3,3,3,3,3,1,5,3,3,7,5,6,2
460,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,3,1,3,3,3,3,1,1,1,1,1,3,3,3,3,3,3,3,1,2,1,3,7,4,2,2
461,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,3,3,3,3,1,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,1,5,3,4,7,5,6,2
462,5,3,5,4,2,2,3,2,2,4,2,1,1,1,4,1,4,4,4,2,1,1,1,2,1,4,2,5,5,5,5,5,5,5,5,5,5,4,4,1,1,1,1,1,1,1,2,2,3,1,1,5,1,3
463,5,4,4,5,5,5,5,2,2,5,2,1,3,1,5,5,5,5,1,2,1,2,1,1,2,4,4,4,5,5,5,5,5,5,5,5,5,5,5,2,2,1,1,1,2,1,1,2,3,1,1,5,1,1
464,4,3,3,4,4,3,2,1,1,5,4,2,4,4,4,4,4,2,2,2,4,2,2,2,2,2,2,2,4,4,4,4,2,4,2,1,2,2,2,2,3,2,2,3,3,2,2,1,1,2,3,2,5,1
465,4,2,2,3,3,3,4,4,4,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,4,4,4,4,4,4,4,2,5,5,5,5,2,2,1,3,4,2,2,1,4,1,2,1,1,3,5,3,3
466,5,3,4,2,4,2,4,3,2,2,2,2,2,2,2,2,4,4,3,4,2,3,3,4,4,5,5,4,4,2,3,4,4,5,4,4,4,3,4,3,2,3,3,2,3,3,2,3,1,2,2,5,1,2
467,4,4,4,4,4,4,4,4,4,3,2,2,3,3,3,3,3,3,2,2,2,2,3,2,4,4,4,2,5,4,4,4,4,4,4,5,5,5,4,3,3,3,3,3,3,3,2,2,3,7,7,5,1,1
468,5,5,5,5,5,5,5,5,5,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,2,2,3,1,1,6,8,3
469,5,5,5,5,5,5,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,3,3,2,3,3,2,2,3,1,7,4,2,2
470,5,5,5,5,5,5,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,3,3,2,3,3,2,2,3,1,7,4,2,2
471,5,4,4,2,3,4,4,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,1,1,2,2,1,2,3,3,6,5,4,1,1
472,5,3,3,2,4,4,2,2,2,4,4,4,4,3,4,4,3,3,2,2,2,2,2,3,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,2,1,1,1,3,3,1,1
